created_at,text,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Fri Sep 27 13:57:57 +0000 2024,"Robinhood, which acquired Bitstamp, is mulling over their own stablecoin. Interesting given 's relationship with them over the years?",WKahneman,50,190,80315,,"Robinhood, which acquired Bitstamp, is mulling over their own stablecoin. Interesting given 's relationship with them over the years?",Neutral
Fri Sep 27 13:13:49 +0000 2024,Theres a 10X on $REEF. ALL firing so hard except for $XRP $XLM and maybe $ETH What a bunch of pathetic trash. The memes are sky rocketing. barely moves an inch. Once again. Once again I am EXTREMELY thankful to have a separate trading account. FK,RalstonMax,2,11,4212,,Theres a 10X on $REEF. ALL firing so hard except for $XRP $XLM and maybe $ETH What a bunch of pathetic trash. The memes are sky rocketing. barely moves an inch. Once again. Once again I am EXTREMELY thankful to have a separate trading account. FK,Negative
Fri Sep 27 12:52:25 +0000 2024,"So, this anonymous  source (lawyer) is saying the SEC will likely appeal the  case. I'm also noticing more traction before $RLUSD's launch. On  now too!",WorkingMoneyCH,12,41,44215,,"So, this anonymous source (lawyer) is saying the SEC will likely appeal the case. I'm also noticing more traction before $RLUSD's launch. On now too!",Neutral
Fri Sep 27 12:48:44 +0000 2024,Will  appeal  lawsuit? Pro-XRP lawyer shares hot take,Utoday_en,2,15,95214,,Will appeal lawsuit? Pro-XRP lawyer shares hot take,Neutral
Fri Sep 27 11:53:35 +0000 2024,XRP price on verge of a breakout as whales make bullish moves,Utoday_en,1,16,95214,,XRP price on verge of a breakout as whales make bullish moves,Positive
Fri Sep 27 11:21:38 +0000 2024,fresh drop Horse collection in  Horse PRIECE 15 $XRP Take your horse here Link horse :,Xhorsexrp,4,13,169,,fresh drop Horse collection in Horse PRIECE 15 $XRP Take your horse here Link horse :,Neutral
Fri Sep 27 10:07:05 +0000 2024,"fans want something withbehind it like Schwartz? CHECK Sompolinsky, the founder &amp; $kas ghostDAG author feature in the $XRP Whitepaper (highlighted) Vitalik based $eth on their GHOST work $xlm $near $icp $inj $ftm $sol $dot $ton $tao $apt $sui $avax $atom $vet",captaindwork,3,16,1327,,"fans want something withbehind it like Schwartz? CHECK Sompolinsky, the founder &amp; $kas ghostDAG author feature in the $XRP Whitepaper (highlighted) Vitalik based $eth on their GHOST work $xlm $near $icp $inj $ftm $sol $dot $ton $tao $apt $sui $avax $atom $vet",Positive
Fri Sep 27 09:22:45 +0000 2024,Is Ready To Face A Crucial Battle Against The SEC Regarding It's Token Identity. Earlier Labs Sought A 120-Day Stay On The 125M$ Penalty Ordered By The,UniverseTwenty,36,155,119999,,Is Ready To Face A Crucial Battle Against The SEC Regarding It's Token Identity. Earlier Labs Sought A 120-Day Stay On The 125M$ Penalty Ordered By The,Negative
Fri Sep 27 07:01:29 +0000 2024,"To be honest, the SEC lawsuit vs. was nothing more than an attempt to shake out retail investors, giving institutions the opportunity to buy and accumulate $XRP at a cheap prices.",XRP_Avengers,34,242,74417,,"To be honest, the SEC lawsuit vs. was nothing more than an attempt to shake out retail investors, giving institutions the opportunity to buy and accumulate $XRP at a cheap prices.",Positive
Fri Sep 27 06:52:04 +0000 2024,"FOX Journalist Says SEC Will Likely Appeal Ruling, US Senate Candidate Reacts via The Crypto Basic",xrp334,11,53,59161,,"FOX Journalist Says SEC Will Likely Appeal Ruling, US Senate Candidate Reacts via The Crypto Basic",Neutral
Fri Sep 27 05:44:30 +0000 2024,ALL is firing so so hard. Except for $XRP. How do you feel listening to stupid fks like  and other promoters?,RalstonMax,0,16,4212,,ALL is firing so so hard. Except for $XRP. How do you feel listening to stupid fks like and other promoters?,Negative
Fri Sep 27 03:25:12 +0000 2024,"Bitcoin hovers around $26K as market uncertainty grows, while Ethereum's staking continues to hit record highs. Ripple expands its global reach, and regulatory scrutiny intensifies on crypto exchanges. Investors remain cautious.",Khushi_Balliyan,0,41,9334,,"Bitcoin hovers around $26K as market uncertainty grows, while Ethereum's staking continues to hit record highs. Ripple expands its global reach, and regulatory scrutiny intensifies on crypto exchanges. Investors remain cautious.",Neutral
Fri Sep 27 03:20:01 +0000 2024,CRYPTO THREAT TO AMERICATHIS HAS DESTROYED AND WILL END CRYPTO IN USA!!,CryptoHulk19,15,94,52592,,CRYPTO THREAT TO AMERICATHIS HAS DESTROYED AND WILL END CRYPTO IN USA!!,Negative
Fri Sep 27 03:11:52 +0000 2024,CRYPTO GOING CRAZYUSA SEC AUTHORIZED A BITCOIN ETF AND NOW INSTITUTIONS ARE CREATING CRYPTO,CryptoHulk19,23,113,52592,,CRYPTO GOING CRAZYUSA SEC AUTHORIZED A BITCOIN ETF AND NOW INSTITUTIONS ARE CREATING CRYPTO,Positive
Fri Sep 27 03:03:08 +0000 2024,CRYPTO FIRM BUSTED BY FBIFOR GIVING TRADE SECRETS TO CHINESE GOVERNMENT!!!,CryptoHulk19,14,64,52592,,CRYPTO FIRM BUSTED BY FBIFOR GIVING TRADE SECRETS TO CHINESE GOVERNMENT!!!,Negative
Thu Sep 26 23:08:31 +0000 2024,[] Former SEC Lawyer Suggests Agency Will Likely Appeal Judge Torres's Ruling on $XRP Sales in Case,BecauseBitcoin,1,12,33173,,[] Former SEC Lawyer Suggests Agency Will Likely Appeal Judge Torres's Ruling on $XRP Sales in Case,Neutral
Thu Sep 26 23:01:29 +0000 2024,ICYMI: cofounder's alleged 30 million $XRP move worries,Utoday_en,1,8,95211,,ICYMI: cofounder's alleged 30 million $XRP move worries,Negative
Thu Sep 26 20:44:30 +0000 2024,CRYPTO EXPLOSIONCRYPTO TECH COMPANIES &amp; BANKS ARE TAKING DOWN WEB PAGES ALL OF SUDDEN!!,CryptoHulk19,58,254,52592,,CRYPTO EXPLOSIONCRYPTO TECH COMPANIES &amp; BANKS ARE TAKING DOWN WEB PAGES ALL OF SUDDEN!!,Positive
Thu Sep 26 20:38:32 +0000 2024,CRYPTO WARNINGGOVERNMENT IS ROLLING THIS NEW TECHNOLOGY OUT RIGHT IN IN FRONT OF YOU!!,CryptoHulk19,26,125,52592,,CRYPTO WARNINGGOVERNMENT IS ROLLING THIS NEW TECHNOLOGY OUT RIGHT IN IN FRONT OF YOU!!,Negative
Thu Sep 26 20:30:08 +0000 2024,CRYPTO BULLSHIT ALERTRUSSIA &amp; CHINA BOTH HAVE A SECRET CRYPTO PAYMENT SYSTEM MADE BY ???,CryptoHulk19,14,91,52592,,CRYPTO BULLSHIT ALERTRUSSIA &amp; CHINA BOTH HAVE A SECRET CRYPTO PAYMENT SYSTEM MADE BY ???,Negative
Thu Sep 26 20:22:26 +0000 2024,GREEN LIGHT CRYPTOSOMEONE SETOFF THE ALARM FOR BANKS TO GET INTO CRYPTO!!,CryptoHulk19,45,190,52592,,GREEN LIGHT CRYPTOSOMEONE SETOFF THE ALARM FOR BANKS TO GET INTO CRYPTO!!,Positive
Thu Sep 26 20:11:31 +0000 2024,KABOOMPAYPAL PARTNERS WITH CHINA ON CROSS BORDER PAYMENTS &amp; CRYPTO EXCHANGE?,CryptoHulk19,22,113,52592,,KABOOMPAYPAL PARTNERS WITH CHINA ON CROSS BORDER PAYMENTS &amp; CRYPTO EXCHANGE?,Positive
Thu Sep 26 20:01:16 +0000 2024,"ICYMI: CTO David Schwartz clears air on ruling, while community cannot wait for launch $RLUSD",Utoday_en,2,17,95211,,"ICYMI: CTO David Schwartz clears air on ruling, while community cannot wait for launch $RLUSD",Neutral
Thu Sep 26 20:01:00 +0000 2024,"So Bull  describes a new financial system with $XAG at the center. As we all know, crypto adoption is at a ""critical mass"" + stablecoins are already in play. Is this the set-up for the Great Reset? $XRP",WorkingMoneyCH,14,52,44214,,"So Bull describes a new financial system with $XAG at the center. As we all know, crypto adoption is at a ""critical mass"" + stablecoins are already in play. Is this the set-up for the Great Reset? $XRP",Positive
Thu Sep 26 18:46:53 +0000 2024,"BREAKING: Ripple Labs co-founder Arthur Britto XRP is designed for $10,000 and must be scalable to accommodate 7.5 billion people.",CryptoGeekNews,177,833,86938,False,"BREAKING: Ripple Labs co-founder Arthur Britto XRP is designed for $10,000 and must be scalable to accommodate 7.5 billion people.",Positive
Thu Sep 26 17:44:15 +0000 2024,"A fun tool to play with $FLR with the market cap of $XRP at ATH would put 1 $FLR to $2.72 That's an increase of 17,718.49% -networks via  kudos to ",TheDefiBull,8,57,140028,False,"A fun tool to play with $FLR with the market cap of $XRP at ATH would put 1 $FLR to $2.72 That's an increase of 17,718.49% -networks via kudos to",Positive
Thu Sep 26 16:45:01 +0000 2024,"XRPs time is coming! Real-world utility + regulatory clarity = bright future. Hang in there, holders!",RealAllinCrypto,6,36,26723,False,"XRPs time is coming! Real-world utility + regulatory clarity = bright future. Hang in there, holders!",Positive
Thu Sep 26 15:12:47 +0000 2024,"$FLR $SGB F assets are quickly approaching us on the SGB network  said it will come out asap, with november being an early prediction but who is to say it is not ready asap.   great posts thanks for making them So i could cover them. $xrp $btc",shimigamiZach,15,78,1234,False,"$FLR $SGB F assets are quickly approaching us on the SGB network said it will come out asap, with november being an early prediction but who is to say it is not ready asap. great posts thanks for making them So i could cover them. $xrp $btc",Positive
Thu Sep 26 15:12:11 +0000 2024,Ripple XRP News - Breaking: Ripple &amp; Visa: A Game-Changing Collaboration Begins Major moves ahead for ! but is a Bitcoin correction on the horizon? Video Below,RipBullWinkle,11,32,117421,False,Ripple XRP News - Breaking: Ripple &amp; Visa: A Game-Changing Collaboration Begins Major moves ahead for ! but is a Bitcoin correction on the horizon? Video Below,Positive
Thu Sep 26 15:08:59 +0000 2024,"BREAKING: US Congressman, , criticizes Gary Gensler's performance at the SEC, suggesting his tenure might be nearing its end. This could impact decisions like an appeal in the case, making it seem less likely.",Brett_Crypto_X,15,57,92220,False,"BREAKING: US Congressman, , criticizes Gary Gensler's performance at the SEC, suggesting his tenure might be nearing its end. This could impact decisions like an appeal in the case, making it seem less likely.",Positive
Thu Sep 26 12:59:16 +0000 2024,BREAKING President Monica Long Reveals Company's Plans On Launch &amp; Ledger () Opportunities As SEC lawsuit Is Over.,UniverseTwenty,91,390,119999,False,BREAKING President Monica Long Reveals Company's Plans On Launch &amp; Ledger () Opportunities As SEC lawsuit Is Over.,Positive
Thu Sep 26 12:56:07 +0000 2024,"It's official,  Live is now supporting $RLUSD!  is predicting a bullish Q1 '25 &amp; PROOF that paid FUDsters existed in the past...why not today? $XRP",WorkingMoneyCH,8,39,44215,False,"It's official, Live is now supporting $RLUSD! is predicting a bullish Q1 '25 &amp; PROOF that paid FUDsters existed in the past...why not today? $XRP",Positive
Thu Sep 26 12:42:48 +0000 2024,BREAKING: US Congressman  says that Gary Gensler has done a terrible bad job running the SEC! Gary Genslers days as the SEC chairman are counted - I believe an appeal in the case is very unlikely!,_Crypto_Barbie,104,423,102380,False,BREAKING: US Congressman says that Gary Gensler has done a terrible bad job running the SEC! Gary Genslers days as the SEC chairman are counted - I believe an appeal in the case is very unlikely!,Negative
Thu Sep 26 12:29:11 +0000 2024,Ripple XRP News - Breaking: Ripple &amp; Visa: A Game-Changing Collaboration Begins Major moves ahead for ! but is a Bitcoin correction on the horizon? Video Below,RipBullWinkle,5,18,117421,False,Ripple XRP News - Breaking: Ripple &amp; Visa: A Game-Changing Collaboration Begins Major moves ahead for ! but is a Bitcoin correction on the horizon? Video Below,Positive
Thu Sep 26 11:28:55 +0000 2024,Ripple CTO ends speculation on XRP case ruling and drops cryptic RLUSD teaser $xrp,Utoday_en,2,7,95214,False,Ripple CTO ends speculation on XRP case ruling and drops cryptic RLUSD teaser $xrp,Neutral
Thu Sep 26 09:24:12 +0000 2024,The Launch Of The Stablecoin From Draws Closer As Minting On And Ethereum Intensifies,UniverseTwenty,18,64,119999,False,The Launch Of The Stablecoin From Draws Closer As Minting On And Ethereum Intensifies,Neutral
Thu Sep 26 07:44:16 +0000 2024,Kabooooom! The news about the imminent launch of 's stablecoin is sending shockwaves through the crypto community! $XRP,Brett_Crypto_X,5,36,92220,False,Kabooooom! The news about the imminent launch of 's stablecoin is sending shockwaves through the crypto community! $XRP,Positive
Thu Sep 26 07:40:40 +0000 2024,Expert Says Stablecoin Launch is Very Close as Minting Activity Surges via The Crypto Basic,xrp334,21,114,59161,,Expert Says Stablecoin Launch is Very Close as Minting Activity Surges via The Crypto Basic,Positive
Thu Sep 26 07:34:00 +0000 2024,Expert  Says Stablecoin Launch is Very Close as Minting Activity Surges.,thecryptobasic,1,6,66717,,Expert Says Stablecoin Launch is Very Close as Minting Activity Surges.,Positive
Thu Sep 26 04:29:46 +0000 2024,"WARNINGGOVERNMENT COMING FOR OUR CASH, CRYPTO AND PRECIOUS METALS?",CryptoHulk19,41,184,52593,,"WARNINGGOVERNMENT COMING FOR OUR CASH, CRYPTO AND PRECIOUS METALS?",Negative
Thu Sep 26 04:22:00 +0000 2024,CRYPTO EXPLOSIONPAYPAL TO SELL CRYPTO TO INSTITUTIONS!!! CLAIM EXPLOSIVE DEMAND.,CryptoHulk19,24,118,52593,,CRYPTO EXPLOSIONPAYPAL TO SELL CRYPTO TO INSTITUTIONS!!! CLAIM EXPLOSIVE DEMAND.,Positive
Thu Sep 26 04:14:16 +0000 2024,KABOOMCRYPTO HULK EXPOSES HOW BANKS ARE INSTALLING CRYPTO PAYMENT SYSTEM QUIETLY!,CryptoHulk19,11,84,52593,,KABOOMCRYPTO HULK EXPOSES HOW BANKS ARE INSTALLING CRYPTO PAYMENT SYSTEM QUIETLY!,Positive
Thu Sep 26 04:05:06 +0000 2024,"CRYPTO BLOWOUT SECRETS HERE: RUSSIA,CHINA,USA,KAZAKHSTAN, RIPPLE XRP, XDC CRYPTO!",CryptoHulk19,30,153,52593,,"CRYPTO BLOWOUT SECRETS HERE: RUSSIA,CHINA,USA,KAZAKHSTAN, RIPPLE XRP, XDC CRYPTO!",Positive
Thu Sep 26 02:30:00 +0000 2024,"As began to settle down again, crypto experts have forecasted crazy days for the token, thanks to the price rally.",CoinGapeMedia,2,13,88487,,"As began to settle down again, crypto experts have forecasted crazy days for the token, thanks to the price rally.",Positive
Thu Sep 26 00:42:58 +0000 2024,PayPal &amp; Visa's BIG Crypto Plans Revealed!! WATCH,ThinkingCrypto1,5,16,134270,,PayPal &amp; Visa's BIG Crypto Plans Revealed!! WATCH,Positive
Wed Sep 25 23:41:43 +0000 2024,CRYPTO EXPOSEDMASTERCARD AND CHINA HOOKING UP THE GLOBE WITH CRYPTO AND PHONES!,CryptoHulk19,9,57,52593,,CRYPTO EXPOSEDMASTERCARD AND CHINA HOOKING UP THE GLOBE WITH CRYPTO AND PHONES!,Positive
Wed Sep 25 23:34:00 +0000 2024,CRYPTO KILLERUSD CIRCLE LAUNCHING GLOBAL PROGRAM TO END CRYPTO TETHER!!,CryptoHulk19,22,105,52593,,CRYPTO KILLERUSD CIRCLE LAUNCHING GLOBAL PROGRAM TO END CRYPTO TETHER!!,Negative
Wed Sep 25 23:19:12 +0000 2024,HOKG KONG OVERTAKES SINGAPORE AS TOP FRIENDLY CRYPTO COUNTRY!,CryptoHulk19,14,99,52593,,HOKG KONG OVERTAKES SINGAPORE AS TOP FRIENDLY CRYPTO COUNTRY!,Positive
Wed Sep 25 21:41:26 +0000 2024,"Garanti BBVA, one of the largest private Turkish banks, is now offering on its app. Along with Arbitrum, the app offers BTC, AVAX, USDC, ETH &amp; CHZ. Parent co BBVA also client (via Metaco).",WKahneman,131,438,80315,,"Garanti BBVA, one of the largest private Turkish banks, is now offering on its app. Along with Arbitrum, the app offers BTC, AVAX, USDC, ETH &amp; CHZ. Parent co BBVA also client (via Metaco).",Positive
Wed Sep 25 21:36:02 +0000 2024,Nilla The 3 pillars Custody solution Stablecoin Tokenisation,WelshieOutdoors,0,19,6611,,Nilla The 3 pillars Custody solution Stablecoin Tokenisation,Neutral
Wed Sep 25 20:19:46 +0000 2024,"Flash News Ripple Major Step Toward, Stablecoin Success!",CryptoEconomyEN,5,25,7469,,"Flash News Ripple Major Step Toward, Stablecoin Success!",Positive
Wed Sep 25 19:43:33 +0000 2024,"Final Countdown: Ripple vs. SEC Nears Endgame! With the appeal deadline looming, will and finally break free? Here's what's on the horizon: Appeal Decision: October 6-7 could mark the end if no appeal is filed. Swell Conference: Expect bombshells like",Brett_Crypto_X,21,113,92220,,"Final Countdown: Ripple vs. SEC Nears Endgame! With the appeal deadline looming, will and finally break free? Here's what's on the horizon: Appeal Decision: October 6-7 could mark the end if no appeal is filed. Swell Conference: Expect bombshells like",Positive
Wed Sep 25 18:07:56 +0000 2024,$XRP The Drivers of are the Drivers for $XRP - Topics - &gt; Drivers for bitcoin ( Robbie Mitchnick ) &gt; Drivers for $XRP ( Federated Payments System ) &gt; The BIGGEST problem with DLT is being solved.,DrewDeVilbiss,2,10,6912,,$XRP The Drivers of are the Drivers for $XRP - Topics - &gt; Drivers for bitcoin ( Robbie Mitchnick ) &gt; Drivers for $XRP ( Federated Payments System ) &gt; The BIGGEST problem with DLT is being solved.,Positive
Wed Sep 25 17:02:47 +0000 2024,Bitcoin and Kaspa are cryptocurrencies. Everything else is a crypto company. $KAS $BTC $ETH $SOL $XRP $ADA $LTC $TRX,HuseyinSivridag,37,173,1863,,Bitcoin and Kaspa are cryptocurrencies. Everything else is a crypto company. $KAS $BTC $ETH $SOL $XRP $ADA $LTC $TRX,Neutral
Wed Sep 25 16:25:04 +0000 2024,"Ripples RLUSD Sparks Bold Predictions for XRPs Future upcoming stablecoin, $RLUSD, is stirring debates and fueling speculation about the potential impact on , leading to wild predictions about the tokens future value. The crypto community is buzzing as",fiatleak,139,671,19288,False,"Ripples RLUSD Sparks Bold Predictions for XRPs Future upcoming stablecoin, $RLUSD, is stirring debates and fueling speculation about the potential impact on , leading to wild predictions about the tokens future value. The crypto community is buzzing as",Positive
Wed Sep 25 16:02:23 +0000 2024,"A recent article that reiterates NBE's use of in Egypt with LuLu Exchange. (RippleNet, not ODL/) Good to see it's still in play:",WKahneman,32,119,80315,False,"A recent article that reiterates NBE's use of in Egypt with LuLu Exchange. (RippleNet, not ODL/) Good to see it's still in play:",Positive
